ref,word,num,dep,label,dep2,label2
22b.469,White,2,,,,
22b.469,Owl,3,,,,
22b.469,'innit?,4,,,,
22b.470,nih'ii3ee3i'oku3i'...,1,,,,
22b.471,yeah.,1,,,,
22b.472,yeah.,1,,,,
22b.472,niineyeitootonounowuno',2,,,,
22b.472,nuhu',3,,,,
22b.472,neneeninoo,4,,,,
22b.472,Nookhoosei,5,,,,
22b.472,Niibei.,6,,,,
22b.473,yeah.,1,,,,
22b.474,niibeeteco'oneeneti3etini',1,,,,
22b.474,hini',2,,,,
22b.474,hinono'eitiit.,3,,,,
22b.474,Wootii,4,,,,
22b.474,"heetP,",5,,,,
22b.474,wootii,6,,,,
22b.474,"neneenin,",7,,,,
22b.474,we're,8,,,,
22b.474,the,9,,,,
22b.474,"same,",10,,,,
22b.474,"that,",11,,,,
22b.474,same,12,,,,
22b.474,language,13,,,,
22b.474,wootii.,14,,,,
22b.475,We,1,,,,
22b.475,know,2,,,,
22b.475,the,3,,,,
22b.475,same,4,,,,
22b.475,"things,",5,,,,
22b.475,hee'inowuno',6,,,,
22b.475,you,7,,,,
22b.475,know.,8,,,,
22b.476,yeah.,1,,,,
22b.477,both,1,,,,
22b.477,me,2,,,,
22b.477,and,3,,,,
22b.477,him,4,,,,
22b.477,are,5,,,,
22b.477,the,6,,,,
22b.477,same.,7,,,,
22b.477,yeah.,8,,,,
22b.478,uhm-hmm.,1,,,,
22b.479,yeah.,1,,,,
22b.480,yeah,1,,,,
22b.481,same,1,,,,
22b.481,"language,",2,,,,
22b.481,same,3,,,,
22b.481,"beliefs,",4,,,,
22b.481,same,5,,,,
22b.481,everything.,6,,,,
22b.482,uhm-hmm.,1,,,,
22b.483,you,1,,,,
22b.483,"know,",2,,,,
22b.483,nuhu',3,,,,
22b.483,hinono'eitiit.,4,,,,
22b.484,yeah.,1,,,,
22b.485,"no,",1,,,,
22b.485,"no,",2,,,,
22b.485,no,3,,,,
22b.485,"arguing,",4,,,,
22b.485,no,5,,,,
22b.485,differences.,6,,,,
22b.485,All,7,,,,
22b.485,the,8,,,,
22b.485,same.,9,,,,
22b.485,Biswoohoyoo'.,10,,,,
22b.485,Like,11,,,,
22b.485,that.,12,,,,
22b.485,Mixed,13,,,,
22b.485,"together,",14,,,,
22b.485,wootii,15,,,,
22b.485,ni'iini.,16,,,,
22b.486,yeah.,1,,,,
22b.487,uhm-hmm.,1,,,,
22b.488,"ni'iini,",1,,,,
22b.488,"mixed,",2,,,,
22b.488,me,3,,,,
22b.488,and,4,,,,
22b.488,him.,5,,,,
22b.489,Somebody,1,,,,
22b.489,else,2,,,,
22b.489,might,3,,,,
22b.489,say,4,,,,
22b.489,something,5,,,,
22b.489,"different,",6,,,,
22b.489,they,7,,,,
22b.489,might,8,,,,
22b.489,argue,9,,,,
22b.489,withsomeone.,10,,,,
22b.490,yeah.,1,,,,
22b.491,But,1,,,,
22b.491,me,2,,,,
22b.491,and,3,,,,
22b.491,"him,",4,,,,
22b.491,we,5,,,,
22b.491,see,6,,,,
22b.491,wootii,7,,,,
22b.491,nih'oo3ou'u,8,,,,
22b.491,eye,9,,,,
22b.491,to,10,,,,
22b.491,eye,11,,,,
22b.491,ni'ii3i'.,12,,,,
22b.492,"Completely,",1,,,,
22b.492,huh,2,,,,
22b.492,Ed?,3,,,,
